"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote"
"HSII","Heidrick & Struggles International, Inc.","24.11","$441.69M","1999","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/hsii"
"HELE","Helen of Troy Limited","89.11","$2.53B","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/hele"
"HMNY","Helios and Matheson Analytics Inc","2.535","$5.91M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/hmny"
"HMTV","Hemisphere Media Group, Inc.","12.89","$581.58M","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/hmtv"
"HNNA","Hennessy Advisors, Inc.","19.36","$116.64M","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/hnna"
"HSIC","Henry Schein, Inc.","138.84","$11.61B","1995","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/hsic"
"HERO","Hercules Offshore, Inc.","0.855","$140.28M","2005","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hero"
"HTBK","Heritage Commerce Corp","8.93","$236.85M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/htbk"
"HFWA","Heritage Financial Corporation","16.85","$509.71M","n/a","Finance","Banks","http://www.nasdaq.com/symbol/hfwa"
"HBOS","Heritage Financial Group","27.15","$250.86M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hbos"
"HEOP","Heritage Oaks Bancorp","7.72","$261.83M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/heop"
"HCCI","Heritage-Crystal Clean, Inc.","11.71","$260.7M","2008","Basic Industries","Miscellaneous","http://www.nasdaq.com/symbol/hcci"
"MLHR","Herman Miller, Inc.","27.6","$1.65B","n/a","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/mlhr"
"HRTX","Heron Therapeutics, Inc.  ","11.01","$326.23M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/hrtx"
"HSKA","Heska Corporation","28.68","$185.93M","1997","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/hska"
"HFFC","HF Financial Corp.","14.57","$102.78M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hffc"
"HIBB","Hibbett Sports, Inc.","47.1","$1.17B","1996","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/hibb"
"HPJ","Highpower International Inc","4.44","$66.98M","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hpj"
"HIHO","Highway Holdings Limited","3.5","$13.24M","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/hiho"
"HIMX","Himax Technologies, Inc.","6.22","$1.06B","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/himx"
"HIFS","Hingham Institution for Savings","107.44","$228.71M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hifs"
"HSGX","Histogenics Corporation","8.02","$106.02M","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/hsgx"
"HMNF","HMN Financial, Inc.","12.23","$54.79M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hmnf"
"HMSY","HMS Holdings Corp","17.14","$1.51B","1992","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/hmsy"
"HOLI","Hollysys Automation Technologies, Ltd.","22.28","$1.3B","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/holi"
"HOLX","Hologic, Inc.","34.005","$9.52B","1990","Health Care","Medical Electronics","http://www.nasdaq.com/symbol/holx"
"HBCP","Home Bancorp, Inc.","22.24","$158.77M","n/a","Finance","Banks","http://www.nasdaq.com/symbol/hbcp"
"HOMB","Home BancShares, Inc.","32.51","$2.2B","2006","Finance","Major Banks","http://www.nasdaq.com/symbol/homb"
"HFBL","Home Federal Bancorp, Inc. of Louisiana","19.5","$42.24M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hfbl"
"AWAY","HomeAway, Inc.","27.48","$2.61B","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/away"
"HMIN","Homeinns Hotel Group","27.81","$1.33B","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/hmin"
"HMST","HomeStreet, Inc.","20.75","$457.3M","2012","Finance","Banks","http://www.nasdaq.com/symbol/hmst"
"HTBI","HomeTrust Bancshares, Inc.","15.62","$318.62M","2012","Finance","Savings Institutions","http://www.nasdaq.com/symbol/htbi"
"HKTV","Hong Kong Television Network Limited","8.02","$324.42M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/hktv"
"HOFT","Hooker Furniture Corporation","25.69","$277.74M","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/hoft"
"HFBC","HopFed Bancorp, Inc.","12.98","$91.46M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hfbc"
"HBNC","Horizon Bancorp (IN)","23.44","$215.95M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbnc"
"HZNP","Horizon Pharma plc","29.22","$4.41B","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/hznp"
"HRZN","Horizon Technology Finance Corporation","14.2","$136.74M","2010","n/a","n/a","http://www.nasdaq.com/symbol/hrzn"
"ZINC","Horsehead Holding Corp.","14.66","$830.57M","2007","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/zinc"
"HDP","Hortonworks, Inc.","20.01","$862.81M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/hdp"
"HMHC","Houghton Mifflin Harcourt Company","23.22","$3.32B","2013","Consumer Services","Books","http://www.nasdaq.com/symbol/hmhc"
"HWCC","Houston Wire & Cable Company","9.44","$164.24M","2006","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/hwcc"
"HOVNP","Hovnanian Enterprises Inc","14","$70M","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/hovnp"
"HBMD","Howard Bancorp, Inc.","12.63","$52.38M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbmd"
"HSNI","HSN, Inc.","62.83","$3.31B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/hsni"
"HUBG","Hub Group, Inc.","40.11","$1.45B","1996","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/hubg"
"HCBK","Hudson City Bancorp, Inc.","9.28","$4.91B","n/a","Finance","Banks","http://www.nasdaq.com/symbol/hcbk"
"HSON","Hudson Global, Inc.","2.62","$87.88M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/hson"
"HDSN","Hudson Technologies, Inc.","4.27","$138.03M","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/hdsn"
"HBAN","Huntington Bancshares Incorporated","10.89","$8.83B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hban"
"HBANP","Huntington Bancshares Incorporated","1360","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbanp"
"HURC","Hurco Companies, Inc.","32.52","$212.62M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hurc"
"HURN","Huron Consulting Group Inc.","60.71","$1.41B","2004","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/hurn"
"HTCH","Hutchinson Technology Incorporated","1.97","$65.91M","1985","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/htch"
"HBP","Huttig Building Products, Inc.","3.89","$96.74M","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/hbp"
"HDRA","Hydra Industries Acquisition Corp.","9.65","$96.5M","2014","Finance","Business Services","http://www.nasdaq.com/symbol/hdra"
"HDRAR","Hydra Industries Acquisition Corp.","0.43","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/hdrar"
"HDRAU","Hydra Industries Acquisition Corp.","10.25","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/hdrau"
"HDRAW","Hydra Industries Acquisition Corp.","0.27","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/hdraw"
"HYGS","Hydrogenics Corporation","12.11","$122.19M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hygs"
"HPTX","Hyperion Therapeutics, Inc.","45.99","$954.16M","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/hptx"
"IDSY","I.D. Systems, Inc.","7","$89.82M","1999","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/idsy"
"IACI","IAC/InterActiveCorp","71.67","$6.03B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/iaci"
"IKGH","Iao Kun Group Holding Company Limited","1.7","$102.77M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/ikgh"
"IBKC","IBERIABANK Corporation","61.77","$2.07B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibkc"
"ICAD","icad inc.","9.19","$143.69M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/icad"
"IEP","Icahn Enterprises L.P.","91.83","$11.3B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/iep"
"ICFI","ICF International, Inc.","38.53","$753.47M","2006","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/icfi"
"ICLR","ICON plc","65.71","$3.95B","1998","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/iclr"
"ICON","Iconix Brand Group, Inc.","27","$1.29B","n/a","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/icon"
"ICUI","ICU Medical, Inc.","84.97","$1.33B","1992","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/icui"
"IPWR","Ideal Power Inc.","10.45","$74.04M","2013","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ipwr"
"INVE","Identiv, Inc.","9.41","$101.2M","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/inve"
"IDRA","Idera Pharmaceuticals, Inc.","2.91","$342.9M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/idra"
"IDXX","IDEXX Laboratories, Inc.","132.93","$6.22B","1991","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/idxx"
"DSKY","iDreamSky Technology Limited","8.59","$363.56M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/dsky"
"IROQ","IF Bancorp, Inc.","16.51","$71.64M","2011","Finance","Savings Institutions","http://www.nasdaq.com/symbol/iroq"
"IGTE","iGATE Corporation","47.8","$3.87B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/igte"
"IRG","Ignite Restaurant Group, Inc.","3.68","$96.21M","2012","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/irg"
"RXDX","Ignyta, Inc.","9.12","$178.61M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rxdx"
"IIVI","II-VI Incorporated","17.88","$1.09B","1987","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/iivi"
"KANG","iKang Healthcare Group, Inc.","17.19","$1.13B","2014","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/kang"
"IKAN","Ikanos Communications, Inc.","2.75","$46.82M","2005","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ikan"
"IKNX","Ikonics Corporation","14.03","$28.32M","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/iknx"
"ILMN","Illumina, Inc.","191.23","$27.54B","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/ilmn"
"ISNS","Image Sensing Systems, Inc.","2.76","$13.82M","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/isns"
"IMMR","Immersion Corporation","11.47","$321.29M","1999","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/immr"
"ICCC","ImmuCell Corporation","6.51","$19.71M","1987","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/iccc"
"IMDZ","Immune Design Corp.","23","$390.53M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imdz"
"IMNP          ","Immune Pharmaceuticals Inc.","1.84","$45.2M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imnp          "
"IMGN","ImmunoGen, Inc.","8.39","$722.44M","1989","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imgn"
"IMMU","Immunomedics, Inc.","3.85","$359.54M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/immu"
"IPXL","Impax Laboratories, Inc.","46.38","$3.33B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ipxl"
"IMMY","Imprimis Pharmaceuticals, Inc.","7.97","$74.46M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/immy"
"IMRS","Imris Inc","0.6799","$42.56M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/imrs"
"INCR","INC Research Holdings, Inc.","33.77","$2.07B","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/incr"
"SAAS","inContact, Inc.","10.2","$626.06M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/saas"
"INCY","Incyte Corporation","98.28","$17.04B","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/incy"
"INDB","Independent Bank Corp.","41.03","$1.07B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/indb"
"IBCP","Independent Bank Corporation","13.2","$303.62M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibcp"
"IBTX","Independent Bank Group, Inc","39.11","$669.56M","2013","Finance","Major Banks","http://www.nasdaq.com/symbol/ibtx"
"IDSA","Industrial Services of America, Inc.","3.8199","$30.39M","n/a","Basic Industries","Miscellaneous","http://www.nasdaq.com/symbol/idsa"
"INFN","Infinera Corporation","18.685","$2.41B","2007","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/infn"
"INFI","Infinity Pharmaceuticals, Inc.","13.11","$642.94M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/infi"
"IPCC","Infinity Property and Casualty Corporation","74.23","$850.91M","2003","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ipcc"
"INFA","Informatica Corporation","48.1","$5.26B","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/infa"
"III","Information Services Group, Inc.","4.025","$149.3M","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/iii"
"IFON","InfoSonics Corp","2.29","$32.93M","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/ifon"
"IMKTA","Ingles Markets, Incorporated","43.06","$872.39M","1987","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/imkta"
"INWK","InnerWorkings, Inc.","6.33","$337.45M","2006","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/inwk"
"INNL","Innocoll AG","10.11","$202.09M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/innl"
"INOD","Innodata Inc.","2.6101","$66.13M","1993","Technology","EDP Services","http://www.nasdaq.com/symbol/inod"
"IPHS","Innophos Holdings, Inc.","52.395","$1.1B","2006","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/iphs"
"IOSP","Innospec Inc.","44.68","$1.09B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/iosp"
"ISSC","Innovative Solutions and Support, Inc.","4","$67.56M","2000","Technology","EDP Services","http://www.nasdaq.com/symbol/issc"
"INGN","Inogen, Inc","35.16","$677.96M","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ingn"
"ITEK","Inotek Pharmaceuticals Corporation","5.86","$95.68M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/itek"
"INOV","Inovalon Holdings, Inc.","25.14","$3.71B","2015","Technology","EDP Services","http://www.nasdaq.com/symbol/inov"
"INO","Inovio Pharmaceuticals, Inc.","8.42","$511.44M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ino"
"NSIT","Insight Enterprises, Inc.","28.07","$1.1B","1995","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/nsit"
"ISIG","Insignia Systems, Inc.","3","$36.62M","1991","Consumer Services","Advertising","http://www.nasdaq.com/symbol/isig"
"INSM","Insmed, Inc.","21.2","$1.3B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/insm"
"IIIN","Insteel Industries, Inc.","20.63","$380.34M","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/iiin"
"PODD","Insulet Corporation","26.97","$1.53B","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/podd"
"INSY","Insys Therapeutics, Inc.","53.39","$1.9B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/insy"
"IART","Integra LifeSciences Holdings Corporation","65.48","$2.15B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/iart"
"IDTI","Integrated Device Technology, Inc.","18.76","$2.78B","1984","Technology","Semiconductors","http://www.nasdaq.com/symbol/idti"
"IESC","Integrated Electrical Services, Inc.","8.46","$184.09M","n/a","Capital Goods","Engineering & Construction","http://www.nasdaq.com/symbol/iesc"
"ISSI","Integrated Silicon Solution, Inc.","18.55","$588.78M","1995","Technology","Semiconductors","http://www.nasdaq.com/symbol/issi"
"INTC","Intel Corporation","33.42","$158.54B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/intc"
"IQNT","Inteliquent, Inc.","19.25","$645.75M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/iqnt"
"IPCI","Intellipharmaceutics International Inc.","2.96","$69.68M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ipci"
"IPAR","Inter Parfums, Inc.","30.88","$956.62M","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/ipar"
"IBKR","Interactive Brokers Group, Inc.","34.38","$13.91B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ibkr"
"ININ","Interactive Intelligence Group, Inc.","43.28","$932.39M","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/inin"
"ICPT","Intercept Pharmaceuticals, Inc.","254.99","$6.12B","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/icpt"
"ICLD","InterCloud Systems, Inc","2.67","$51.89M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/icld"
"ICLDW","InterCloud Systems, Inc","1.479","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/icldw"
"IDCC","InterDigital, Inc.","55.82","$2.03B","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/idcc"
"TILE","Interface, Inc.","21.57","$1.43B","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/tile"
"IMI","Intermolecular, Inc.","1.7","$82.32M","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/imi"
"INAP","Internap Corporation","9.46","$520.01M","1999","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/inap"
"IBOC","International Bancshares Corporation","25.84","$1.72B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/iboc"
"ISCA","International Speedway Corporation","36.68","$1.71B","1996","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/isca"
"IGLD","Internet Gold Golden Lines Ltd.","4.61","$88.53M","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/igld"
"IIJI","Internet Initiative Japan, Inc.","8.45","$776.42M","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/iiji"
"PTNT","Internet Patents Corporation","2.45","$24.68M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ptnt"
"INPH","Interphase Corporation","1.38","$11.58M","1984","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/inph"
"XENT","Intersect ENT, Inc.","24.88","$588.04M","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/xent"
"INTX","Intersections, Inc.","3.17","$63.15M","2004","Technology","EDP Services","http://www.nasdaq.com/symbol/intx"
"ISIL","Intersil Corporation","13.48","$1.76B","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/isil"
"IILG","Interval Leisure Group, Inc.","25.08","$1.44B","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/iilg"
"IVAC","Intevac, Inc.","4.98","$116.03M","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ivac"
"INTL","INTL FCStone Inc.","31.77","$599.38M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/intl"
"INTLL","INTL FCStone Inc.","26.2","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/intll"
"ITCI","Intra-Cellular Therapies Inc.","21.48","$751.11M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/itci"
"IIN","IntriCon Corporation","7.85","$45.91M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/iin"
"INTU","Intuit Inc.","100.59","$27.84B","1993","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/intu"
"ISRG","Intuitive Surgical, Inc.","497.96","$18.35B","2000","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/isrg"
"INVT","Inventergy Global, Inc.","0.35","$10.85M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/invt"
"SNAK","Inventure Foods, Inc.","10.16","$198.63M","1996","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/snak"
"ISTR","Investar Holding Corporation","15.81","$114.91M","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/istr"
"ISBC","Investors Bancorp, Inc.","11.85","$4.24B","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/isbc"
"ITIC","Investors Title Company","77.75","$178.91M","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/itic"
"NVIV","InVivo Therapeutics Holdings Corp.","12.13","$310.56M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/nviv"
"IPAS","iPass Inc.","1.18","$77.83M","2003","Technology","EDP Services","http://www.nasdaq.com/symbol/ipas"
"DTYS","iPath US Treasury 10-year Bear ETN","20.483","$64.34M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtys"
"DTYL","iPath US Treasury 10-year Bull ETN","77.7301","$5.6M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtyl"
"DTUS","iPath US Treasury 2-year Bear ETN","32.6306","$12.2M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtus"
"DTUL","iPath US Treasury 2-year Bull ETN","63.72","$4.56M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtul"
"DFVS","iPath US Treasury 5-year Bear Exchange Traded Note","32.1","$1.62M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dfvs"
"DFVL","iPath US Treasury 5-year Bull ETN","66.35","$1.99M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dfvl"
"FLAT","iPath US Treasury Flattener ETN","60.28","$5M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/flat"
"DLBS","iPath US Treasury Long Bond Bear ETN","21.95","$18.21M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dlbs"
"DLBL","iPath US Treasury Long Bond Bull ETN","74.09","$4.18M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dlbl"
"STPP","iPath US Treasury Steepener ETN","34.42","$14.01M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/stpp"
"IPCM","IPC Healthcare, Inc.","48.05","$835.31M","2008","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ipcm"
"IPGP","IPG Photonics Corporation","90.62","$4.77B","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/ipgp"
"IRMD","iRadimed Corporation","16.25","$178.3M","2014","n/a","n/a","http://www.nasdaq.com/symbol/irmd"
"IRIX","IRIDEX Corporation","9.97","$98.29M","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/irix"
"IRDM","Iridium Communications Inc","10.24","$968.05M","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/irdm"
"IRDMB","Iridium Communications Inc","381.1964","$190.6M","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/irdmb"
"IRBT","iRobot Corporation","32.39","$961.69M","2005","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/irbt"
"IRWD","Ironwood Pharmaceuticals, Inc.","13.92","$1.75B","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/irwd"
"IRCP","IRSA Propiedades Comerciales S.A.","29","$913.6M","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/ircp"
"COMT","iShares Commodities Select Strategy ETF","41.54","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/comt"
"GNMA","iShares Core GNMA Bond ETF","50.37","$40.3M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gnma"
"FCHI","iShares FTSE China (HK Listed) Index Fund","65.28","$39.17M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fchi"
"IFAS","iShares FTSE EPRA/NAREIT Asia Index Fund","32.679","$19.61M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifas"
"IFEU","iShares FTSE EPRA/NAREIT Europe Index Fund","39.37","$80.71M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifeu"
"IFGL","iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund","32.21","$995.29M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifgl"
"IFNA","iShares FTSE EPRA/NAREIT North America Index Fund","56.676","$22.67M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifna"
"ACWX","iShares MSCI ACWI ex US Index Fund","47.23","$2B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/acwx"
"ACWI","iShares MSCI ACWI Index Fund","62.3","$6.65B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/acwi"
"AAXJ","iShares MSCI All Country Asia ex Japan Index Fund","68.51","$4.48B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aaxj"
"AXJS","iShares MSCI All Country Asia ex Japan Small Cap Index Fund","63.092","$6.31M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/axjs"
"AAIT","iShares MSCI All Country Asia Information Technology Index Fun","36.8","$7.36M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aait"
"EEMA","iShares MSCI Emerging Markets Asia Index Fund","65.36","$98.04M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eema"
"EMDI","iShares MSCI Emerging Markets Consumer Discrectionary Sector I","56.74","$5.67M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emdi"
"EEME","iShares MSCI Emerging Markets EMEA Index Fund","47.13","$9.43M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eeme"
